hu1,hu2,hu3,hu4,hu5,hu6,hu7,sample,class
2.976301757127846,10.862073110957606,16.236278204587336,14.197972414991366,29.472187255838,20.236254584937203,-29.733116385222935,3245,1
2.953107119422428,10.39198465567255,15.132586373341034,12.833540667047043,28.315505242601134,18.341506929270004,-26.816822545963845,2929,1
2.9314878993799893,11.913204269666714,15.282587103505856,14.760891351790049,-29.79072465971731,-21.270751244618687,-30.50095845278782,1749,1
2.9461409608017926,10.519377724798247,15.40655224646672,14.05094375756575,-28.82742597622243,-19.329420785313918,-29.132084087757985,3112,1
2.98963574090435,11.58079887015043,16.24784726201762,14.115397376190554,29.352121860093945,20.331074620358205,29.621781315432063,545,1
2.9870367351846534,10.809855121427898,16.63694351514529,14.359933453057266,30.10161037161567,20.048697669254693,29.944115917019907,2273,1
2.9433226496655442,10.368897495643608,15.360845859479467,13.525782827232117,28.257236952616008,19.240571227005514,28.036039114972997,1405,1
2.935180654351191,11.640341502362972,16.703771119590318,14.907508376772284,30.81964428252428,-21.060289027587764,-30.918934520059608,756,1
2.991299490154687,11.333740976278172,19.928402663289802,13.956681547439343,-30.910058561291002,20.20756769186439,31.555583115504046,3700,1
2.98440955596603,11.107931409389975,16.308750659404026,14.785911737548352,30.609191029100117,-20.443214572037252,30.404760868441763,2222,1
2.993262017178331,11.02733976991357,16.034585823275464,13.696852508538448,28.667117632715573,-19.659157339275964,-28.771474979910273,2643,1
2.943448759443186,11.159387843887194,16.301184478230866,13.8935653011897,-29.77994017983746,19.475333080197117,-28.99675528103661,1925,1
2.971250354747486,11.611555897479368,16.24502058920109,14.384641164179904,-29.74657457099714,-20.275294406924058,-30.054452793660985,584,1
2.9332893185866133,11.499285383386269,16.48304561922071,15.247920252679803,-31.351119412972444,21.224736027059127,-31.20187225420311,2797,1
2.944809349908068,10.272999086204202,16.254510105798,13.64057228026625,-28.893280734867243,-18.777318263794527,-28.649221086486172,714,1
2.9304615616808043,11.147379505220815,15.873680668154996,14.922737582634692,-30.324750828874272,-20.578576232816907,-31.20109599717256,1622,1
2.9722150825925597,14.05802418806169,17.883118103116576,14.18058734332798,-31.259977527573152,21.353866829644833,30.2141916458154,2085,1
2.909236917423454,10.215598917123549,16.432368049388202,14.77346512785219,30.470804198415195,-20.029271619343362,-30.60272435184624,3426,1
2.932931155361274,12.740906682777274,16.559240663858706,14.151800960052562,29.560778819174562,-20.522616464635643,29.837876914211066,2815,1
2.9644274104641175,10.58813319453153,16.320886792266887,13.659160062289631,28.66893950061725,19.713783936806465,-29.179514136307834,351,1
2.910798418456301,10.724674114366113,15.768645109829084,13.572840612744253,28.37564119896325,-18.971439653868533,-28.41427156365388,3159,1
2.924943357315572,11.765748213708177,15.436232863585554,14.078900105690494,28.97392318560073,19.9626656367873,29.000875803516998,3526,1
2.931896610209392,11.194536592726923,15.33251280514224,13.396585077577027,28.36150952497112,18.994776056202884,-27.775261145730223,1757,1
2.949729989253038,9.781818817745004,16.183629139486417,13.764489038796437,-28.760373822140643,18.655679953314955,29.24826270239004,733,1
2.988419991036474,10.88261167061795,16.060197186837165,14.219529489333484,29.8550421764469,20.18372616137074,29.382760403303482,2379,1
2.928979820760628,11.020068351582102,15.45292120836784,13.718761463777644,28.631507192354334,-19.662719782733003,28.359089928087272,1084,1
2.9213802660118584,11.341647537252369,15.541337105372287,13.271297528485,-27.677934247360398,19.478295912245823,-29.09398290521307,956,1
2.943168030157464,10.807096211965245,15.392612560441457,13.751348472939876,-28.340239735770187,-19.167433049526558,-28.886025265101782,1843,1
2.925564049151127,11.613249386113816,15.134058345962915,13.601149687654544,28.035325665007896,19.536092839049566,-28.257921446032313,1076,1
2.916240453895398,11.496705454464616,15.954773241132033,13.665744559640412,29.20662572197581,-19.414255016944438,-28.483644069412343,1151,1
2.9650530808706006,10.886433561001763,16.278210890255274,15.249168605588192,31.18390922349445,-20.727573244083988,-31.14461288689925,135,1
2.9228108420468732,10.586008091518654,16.712545076453942,14.238587546715811,29.735692646398274,19.921418065851515,30.22660076783357,1193,1
2.928763172262314,11.831265269042115,16.00573280947881,13.886396156072843,-29.676255723060265,19.84373268023854,-28.836965288397092,1425,1
2.991549285773607,11.363377508553372,18.46330373533105,14.030086003666572,-30.279298105659915,-19.879811791705233,-31.24595376670591,3633,1
2.9821718715911825,11.079071448594348,17.19892386337326,14.855689310376658,30.883664946487404,-20.420413253697994,-32.13897845431139,2158,1
2.9277619965153368,12.65709746647549,14.987301604205333,14.263412669473986,-29.007024870975854,20.623088424398382,29.077187893035788,3523,1
2.9318528466939435,11.442232546832383,15.681462218331035,13.510875778097986,-28.229647395669055,19.446203209512205,-28.28959673598851,1754,1
2.9098392954336743,10.315096221177843,15.57349042052202,13.174194607136977,27.55396309166274,18.410176919247913,28.33299077603803,3428,1
2.942136503824131,11.290982702442253,17.446227195650344,13.512762356499287,29.093169525926424,19.300233517592066,29.207167743367823,1855,1
2.968259616056962,11.080952673818878,16.460582005908705,14.490720995356979,-30.093659208182736,-20.9320212823336,-30.14290147321313,2689,1
2.9319508397236005,11.607057215943007,15.817394517574295,14.66013468246108,-29.902707464109007,-20.925515918718887,-30.778818921513064,1725,1
2.932365894390194,11.834238998102608,15.88590570273203,13.876451741140142,-29.465248016708923,-19.80341876776089,-28.766141899180163,1692,1
2.922810311573726,10.980316191427328,16.338184019369574,13.446795942968022,28.427629164626655,19.21472705190774,-28.577252550455892,1140,1
2.9490311990203253,10.47473881256923,15.46622601605192,13.774102818457672,-30.154202100143486,19.161604554931348,-28.394332842714405,2922,1
2.9943025698562478,12.09838215596337,15.762039630746255,13.781706798305617,28.68795869018781,-20.608376177969163,28.721527383641536,105,1
2.940278186043427,10.018745219318468,15.93569644691413,13.959121592988419,-29.431967622447452,-18.999694556242478,-28.926758531783012,1314,1
2.9326344656948744,10.560893604546093,15.360191989285338,13.333627510014544,27.70970930543967,18.801196078010733,-28.13085372849759,1093,1
2.9922235734299565,11.344650262845587,17.33497401569765,13.93474985701698,29.939582248359002,20.3886138474627,29.613233773452464,3682,1
2.927014097010314,10.113335270567957,15.521088855244736,14.26620191539729,-29.254575043779667,-19.471461578078657,-29.385630633091008,1184,1
2.9847628999578233,11.558072748402408,17.114902964687396,14.321239343728866,30.10836108949631,-20.106359150186208,-30.321715128676207,2254,1
2.9331032196432045,11.5142073301772,16.04693891259819,14.794775795844266,-30.40854271600125,20.552093266999332,-30.33069387314385,1699,1
2.976059920800713,11.350215630718353,15.799744269268134,14.261302212534122,-29.311233219583013,-19.99606043662034,29.825846449283702,2677,1
2.9925241460916765,11.317104528225162,16.817842287954402,13.788276651318123,-29.549491526333327,19.828701980926088,29.11940396536713,3660,1
2.940706640391256,11.119152343529363,15.987350457010479,14.044487974718097,-29.17041182358911,19.792829387390775,-29.26076415343285,1816,1
2.932803834714605,10.893618579383814,15.898508525910756,13.850520117049875,29.073477044004196,-19.46923992715987,-28.773750827953663,146,1
2.9323908084397976,10.365678860693242,15.310893483164639,13.925241351404148,28.939999344541373,19.494457456205886,-28.581407930110444,993,1
2.985066183898545,10.424377184831764,15.723186717966033,14.111758136106097,-29.064017131079357,-19.429823496048268,-29.44406306547107,473,1
2.9264543096755142,12.889445272061657,16.317427465288414,13.767492400257535,-28.884508610791226,-20.41691287695626,29.07829996357321,1660,1
2.9910691861401024,11.287397568787021,16.772829412010122,13.844380346964222,-29.15599634154289,-19.49456726998875,-30.083502524294648,3714,1
2.946569404712324,10.549513133551084,16.147058491041314,13.802722207596137,-28.97060453030252,-19.145723583253023,28.892615718926624,702,1
2.9936893920644287,12.027514871102625,16.401067622149483,14.38531850375531,-29.854995596441846,20.460605289739735,-30.04222404357519,49,1
2.9922196070707687,11.323522281818772,16.64961983175151,13.8812852918984,30.311737480356783,20.28698503864046,29.147755912197123,3605,1
2.9333888638406926,10.082988919544272,16.65917161034477,13.798448355522662,-29.05966920829458,-19.092965730733315,29.456294059918804,795,1
2.948530573086384,9.453418469013585,15.644244063149365,13.842525053689556,-28.586165008689807,-18.614619397680396,-30.050806916353682,831,1
2.9728706082443477,10.41733263419579,16.135680534101972,15.253525803487625,-31.152658121492898,20.462962101991465,-31.05542477444264,3236,1
2.9263381005727727,11.737415628091002,16.32640938123923,13.786475489086355,-28.983558982781705,-19.706958098234207,29.00377731809309,1331,1
2.905355783219435,10.291865720740784,16.307562942619384,13.984007774236405,-29.13020870271521,19.18629867520266,-30.48905592162087,903,1
2.9515914795281404,10.996498374409498,16.905422089704388,14.332538849939583,30.515233304261887,20.129647017156323,-29.968347850526712,3319,1
2.9560233574388604,10.712275842649673,15.420944034138422,13.669534780201815,-28.215009857332543,-19.02680389410425,29.697117054900627,3103,1
2.9325962867052584,12.404045696717684,16.6705064790904,13.677213916572013,28.882372841163367,20.050821535685422,-29.287149363111094,2848,1
2.9494875412498383,10.5466877434186,17.100007899424455,13.599452499720124,-29.004636247976535,-18.875382731341002,29.272732224163732,2941,1
2.9200024384163163,11.11059219371101,15.889064209676926,13.96500163899506,-29.206339874616976,19.520302461138222,28.95025325270548,960,1
2.949107566592563,9.5362014952375,16.051752666879057,14.171522854997496,-30.85128493371582,19.69003911249472,-29.283319347904357,830,1
2.9297898456343447,12.07410644213326,15.915876668127868,13.775483857520621,-29.90471741524339,-19.822590321321155,28.621753285098222,1689,1
2.987771273783981,10.845650878051606,17.95065776390933,14.87540043522965,31.312467600218888,20.416211725426614,-31.778265105301653,2198,1
2.923507365443361,11.347941574215795,15.38229792415961,13.348610413287297,-27.761961084141483,19.04588806570965,-28.065798078253408,1283,1
2.924184809633735,10.776890568555256,15.993553034171615,13.087791208839803,-27.857919137114433,-19.740068410822676,-27.721208650222593,3362,1
2.9094178047944323,10.90519929309357,15.025121335494537,13.457533423615775,27.759110983373372,18.95687286896044,28.006687774171212,3394,1
2.9325029981761204,9.98350506807966,16.439838321979728,13.712844579547394,28.790734333721236,18.78059513010958,-29.86340884466427,3194,1
2.9889857385951473,11.214839060560431,16.438387619682928,14.456270275822233,29.957141793857076,20.483992766407425,-30.23384824836662,2452,1
2.933185634403246,11.914038218477994,16.732488573635834,13.821726376906708,29.100048941180344,19.894210953073127,-30.225514226129217,2875,1
2.9319679703947856,12.10061192990673,15.661496104443085,14.093288596601003,-29.04834066007061,-20.69980554961177,-29.231634055073364,1766,1
2.9274463961520345,10.793326995371658,16.01514263033467,13.358718450118968,28.094323091904023,18.7602366625312,28.394259816231653,1052,1
2.996116337794667,10.431164909009578,16.546750831570012,13.929447540218463,29.168356298945216,19.558312682215263,-30.38220058170005,2322,1
2.9882025196900415,10.755919366587829,18.14559177631174,14.506533096517344,-30.990707042423512,19.94835264212087,30.975770811486907,2186,1
2.9804746818782375,10.615299279037652,16.787156289434716,14.963438772386823,-31.074743089628463,20.478108340147383,30.928070205645334,501,1
2.9313610808226054,10.703174759649324,16.76836007229722,14.664509280294629,30.431202459208244,-20.02078955372994,-30.723361131020432,1088,1
2.993851289744426,11.746831656501437,16.491154679667666,14.575592721652631,30.148686770371068,-20.835212905920773,30.497394582269514,114,1
2.9951378579348416,10.977439448695552,17.397713155610088,14.859710047252694,-31.034141587263203,20.66585852874564,-31.349205011129328,3050,1
2.9283300379858046,11.279650507754988,15.541218305035542,13.819761994530674,-28.95192666887972,19.46602781994576,-28.529229619669948,3484,1
2.9222183849259085,11.410826727401375,16.280033923964698,13.458098170163632,28.329345488507396,19.234909588211018,-29.32727625715964,1014,1
2.913846090094193,10.623150888862305,15.684579365851333,13.2488019767088,-27.91937020437949,-18.64054023271047,27.823205875393406,3164,1
2.967934421301787,10.440357479901696,17.286458253483172,14.132197708267732,-30.184146378487366,-19.373450477667465,29.891731222681035,3226,1
2.9869414985190255,10.795460377757436,16.976627278737798,14.467311747571099,-30.398288709376533,-19.960780856577376,-30.29376283948886,2183,1
2.986041441407032,11.871272569494424,17.065854580550408,14.989669334764875,31.66702272609573,-22.964711612668594,31.028618207399703,2252,1
2.9939086665009,11.851425994471404,16.0399490618444,14.057675785769268,-29.16734705230347,-20.040504616642128,-29.412422715885043,108,1
